term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,pl,pt,sr,sv,zh
521-11-05,integrated circuit memory,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-11-05,ذاكرة دارة متكاملة,"integrierte Speicherschaltung, f",integrated circuit memory,memoria de circuito integrado,muistipiiri,"mémoire à circuit intégré, f",memoria a circuiti integrati,ＩＣメモリ集積回路メモリ,집적 회로 기억 장치아이시 메모리,pamięć półprzewodnikowa scalona układ pamięciowy scalony układ pamięci scalony,memória de circuito integrado,"меморијско интегрисано коло, с јд",halvledarminne,集成电路存储器
521-11-06,read-only memory,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-11-06,ذاكرة قراءة فقط,"Festwertspeicher, mFestspeicher, mROM, Abkürzung",read-only memoryROM (abbreviation),memoria de sólo lectura,lukumuisti,"mémoire morte, f",memoria a sola lettura,"読み出し専用メモリＲＯＭ, （略語）",읽기 전용 기억 장치롬,pamięć stała ROM (akronim),memória de leituraROM (abreviatura),"непроменљива меморија, ж јдмеморија предвиђена само за читање, ж јдROM",läsminne,只读存储器ROM
521-11-07,read/write memory,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-11-07,ذاكرة قراءة / كتابة,"Schreib-Lese-Speicher, m",read/write memory,memoria de lectura/escritura,luku- ja kirjoitusmuisti,"mémoire vive, f",memoria a lettura e scritturamemoria registrabile,リード/ライトメモリ,판독 기록 기억 장치,pamięć o zmiennej zawartości,memória de leitura e escrita,"променљива меморија, ж јдмеморија предвиђена за читање и уписивање, ж јд",läs- och skrivminne,读写存储器
521-11-08,random-access memory,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-11-08,ذاكرة وصول عشوائي,"Speicher mit wahlfreiem Zugriff, mRAM, Abkürzung",random-access memoryRAM (abbreviation),memoria de acceso directo,hajasaantimuisti,"mémoire à accès direct, f",memoria ad accesso casualememoria ad accesso diretto,"随時アクセス可能なメモリＲＡＭ, （略語）",램임의접근 기억장치,pamięć o dostępie swobodnym pamięć o dostępie bezpośrednim RAM (akronim),memória de acesso directoRAM (abreviatura),"меморија са директним приступом, ж јдмеморија са случајним приступом, ж јдRAM",direktminneRAM-minne,随机存取存储器RAM
521-11-09,static (read/write) memory,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-11-09,ذاكرة (قراءة /كتابة) ساكنة,"statischer Schreib-Lese-Speicher, mstatischer Speicher, m",static (read/write) memory,memoria de lectura/escritura estática,staattinen muisti,"mémoire vive statique, f",memoria (lettura/scrittura) statica,スタティックメモリスタティックリード/ライトメモリ,정적 판독 기록 기억 장치정적 기억 장치,pamięć statyczna o zmiennej zawartości pamięć statyczna,memória estática de leitura e escrita,"статичка променљива меморија, ж јд",statiskt minne,静态读写存储器静态存储器
521-11-10,dynamic (read/write) memory,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-11-10,ذاكرة (قراءة / كتابة) متحركة,"dynamischer Schreib-Lese-Speicher, mdynamischer Speicher, m",dynamic (read/write) memory,memoria de lectura/escritura dinámica,dynaaminen muisti,"mémoire vive dynamique, f",memoria (lettura/scrittura) dinamica,ダイナミックメモリダイナミックリード/ライトメモリ,동적 판독 기록 기억 장치동적 기억 장치,pamięć dynamiczna o zmiennej zawartości pamięć dynamiczna,memória dinâmica de leitura e escrita,"динамичка променљива меморија, ж јд",dynamiskt minne,动态读写存储器动态存储器
521-11-11,volatile memory,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-11-11,ذاكرة قابلة للزوال,"flüchtiger Speicher, m",volatile memory,memoria volátil,haihtuva muisti,"mémoire volatile, f",memoria volatile,揮発性メモリ,휘발성 기억 장치,pamięć ulotna pamięć nietrwała,memória volátil,"нестална меморија, ж јд",flyktigt minne,易失性存储器
521-11-12,serial access memory,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-11-12,ذاكرة وصول تتابعى,"Speicher mit seriellem Zugriff, m",serial access memory,memoria de acceso secuencial,sarjasaantimuisti,"mémoire à accès séquentiel, f",memoria ad accesso sequenziale,シリアルアクセスメモリ,직렬 접근 기억 장치,pamięć o dostępie szeregowym,memória de acesso sequencial,"меморија са секвенцијалним приступом, ж јд",seriellt minne,串行存取存储器
521-11-13,content addressable memory,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-11-13,ذاكرة معنونة بمضمونها,"inhaltsadressierbarer Speicher, mAssoziativspeicher, mCAM",content addressable memoryassociative memory,memoria asociativamemoria direccionable por el contenido,sisältöhakuinen muisti,"mémoire adressable par le contenu, fmémoire associative, f",memoria a contenuto indirizzabilememoria associativa,アソシエイティブメモリ連想メモリ,내용 주소화 기억 장치연관 메모리,pamięć skojarzeniowa,memória endereçável pelo conteúdomemória associativa,"меморија са адресабилним садржајем, ж јдасоцијативна меморија, ж јд",associativt minne,按内容访问存储器关联存储器/按内容访问存储器
521-11-14,charge-transfer device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-11-14,جهاز نقل الشحنات,"Ladungsverschiebeschaltung, fCTD",charge-transfer device,dispositivo de transferencia de carga,varaussiirtopiiri,"dispositif à transfert de charge, m",dispositivo a trasferimento di carica,電荷転送デバイス,전하 전달 장치,przyrząd z przenoszeniem ładunku,dispositivo de transferência de carga,"уређај са трансфером наелектрисања, м јд",laddningsöverförande krets,电荷转移器件
521-11-15,bucket-brigade device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-11-15,جهاز  تخزين الشحنات ونقلها على التوالى,"Eimerkettenschaltung, fBBD",bucket-brigade device,dispositivo en serie,analoginen varaussiirtopiiri,"dispositif en chapelet, m",dispositivo bucket-brigade dispositivo in serie,バケットブリゲードデバイス,버킷 단체 장치비비디버킷 브리게이드 장치,przyrząd łańcuchowy BBD (akronim),dispositivo em colar,"ланчани уређај, м јд",paketöverförande krets,戽链器件
521-11-16,charge-coupled device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-11-16,جهاز تقارن الشحنات,"ladungsgekoppelte Schaltung, fCCD, Abkürzung",charge-coupled deviceCCD (abbreviation),dispositivo de acoplamiento de carga,varauskytketty piiri,"dispositif à couplage de charge, m",dispositivo ad accoppiamento di carica,"電荷結合デバイスＣＣＤ, （略語）",전하 결합 장치,przyrząd ze sprzężeniem ładunkowym CCD (akronim),dispositivo de acoplamento de cargaCCD (abreviatura),"уређај са спрегнутим наелектрисањем, м јдCCD",CCDladdningskopplad krets,电荷耦合器件CCD
521-11-17,charge-transfer image sensor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-11-17,جهاز حساس لتحويل الصور الى شحنات,"Ladungsverschiebe-Bildabtaster, m",charge-transfer image sensor,sensor de imagen de transferencia de carga,varaussiirtokuvailmaisin,"capteur d'image à transfert de charge, m",sensore di immagini a trasferimento di carica,電荷転送形イメージセンサ,전하 전달 영상 감지기전하 전달 영상 센서,analizator obrazu z przenoszeniem ładunku,sensor de imagem por transferência de carga,"сензор слике за пренос наелектрисања, м јд",laddningsöverförande bildsensor,电荷转移图像传感器
521-11-18,application specific integrated circuit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-11-18,دارة مدمجة نوعية التطبيق,"ASIC-Schaltung, fASIC, Abkürzung",application specific integrated circuitASIC (abbreviation),circuito integrado de aplicación específica,sovelluskohtainen integroitu piiri,"circuit intégré spécifique, m",circuito integrato per applicazione specifica,"特定用途向けＩＣＡＳＩＣ, （略語）",주문형 반도체특정 용도 집적 회로,układ scalony specjalizowany układ scalony na zamówienie ASIC (akronim),circuito integrado de aplicação específicaASIC (abreviatura),"интегрисано коло за специфичне намене, с јдASIC",applikationsspecifik kretsASIC,专用集成电路ASIC
521-11-19,semicustom integrated circuit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-11-19,دارةمدمجة شبه تقليدية,"integrierte Kundenschaltung mit Standardelementen, f",semicustom integrated circuit,circuito integrado semipersonalizado,kirjastokomponentein toteutettu ASIC-piiri,"circuit intégré semi-personnalisé, m",circuito integrato semipersonalizzato,セミカスタムＩＣ,반주문식 집적 회로,układ scalony projektowany z udziałem użytkownika,circuito integrado semipersonalizado,"интегрисано коло са стандардним елементима, с јд",utgångsämne för ASIC,半定制集成电路
521-11-20,gate array,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-11-20,مصفوفة بوابة,"Gatterfeld, n",gate array,matriz de puerta,porttimatriisipiiri,"circuit intégré prédiffusé, m",matrice di porte,ゲートアレイ,게이트 배열,układ matrycowy matryca bramek,circuito integrado pré-difundido,"низ гејтова, м јд",grindmatris,门阵列
521-11-21,cell (in a semiconductor),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-11-21,خلية(فى شبه موصل),"Zelle, <in einem Halbleiter> f",cell (in a semiconductor),célula,solu,"cellule (dans un semiconducteur), f",cella,セル,"셀, <반도체>극판, <반도체>",komórka układu scalonego komórka,célula,"ћелија, <у полупроводнику> ж јд",funktionscell,"单元, <半导体中>"
521-11-22,macro cell,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-11-22,خلية كبيرة,"Makrozelle, f",macro cell,macrocélula,makrosolu,"macrocellule, f",macro cella,マクロセル,매크로 셀,makrokomórka,macrocélula,"макроћелија, ж јд",makrocell,宏单元
